"curie_id"	"label"	"mapped_curie"	"mapped_label"	"mapping_source_prefix"	"mapping_target_prefix"	"distance"
"MedDRA:10068844"	""	"EFO:1001836"	"pyogenic liver abscess"	"EFO"	"EFO"	"1"
"MedDRA:10068250"	""	"EFO:1000809"	"anterior ischemic optic neuropathy"	"EFO"	"EFO"	"1"
"MedDRA:10031161"	""	"EFO:0002506"	"osteoarthritis"	"EFO"	"EFO"	"1"
"MedDRA:10041713"	""	"EFO:1001255"	"spontaneous abortion"	"EFO"	"EFO"	"1"
"MedDRA:10070184"	""	"EFO:1001854"	"subphrenic abscess"	"EFO"	"EFO"	"1"
"MedDRA:10019246"	""	"EFO:0004238"	"hearing loss"	"EFO"	"EFO"	"1"
"MedDRA:10000912"	""	"EFO:0008583"	"acute myocardial infarction"	"EFO"	"EFO"	"1"
"MedDRA:10003662"	""	"EFO:0003911"	"atrial flutter"	"EFO"	"EFO"	"1"
"MedDRA:10041721"	""	"EFO:1001255"	"spontaneous abortion"	"EFO"	"EFO"	"1"
"MedDRA:10006772"	""	"EFO:0009516"	"burn"	"EFO"	"EFO"	"1"
"MedDRA:10040604"	""	"EFO:0009727"	"shortness of breath"	"EFO"	"EFO"	"1"
"MedDRA:10011661"	""	"EFO:1000683"	"cutaneous diphtheria"	"EFO"	"EFO"	"1"
"MedDRA:10062599"	""	"EFO:0009085"	"arterial occlusive disease"	"EFO"	"EFO"	"1"
"MedDRA:10027274"	""	"EFO:0004249"	"meningococcal infection"	"EFO"	"EFO"	"1"
"MedDRA:10049732"	""	"EFO:1001113"	"pneumatosis cystoides intestinalis"	"EFO"	"EFO"	"1"
"MedDRA:10029384"	""	"EFO:0000625"	"nevus"	"EFO"	"EFO"	"1"
"MedDRA:10038708"	""	"EFO:1001840"	"respiratory paralysis"	"EFO"	"EFO"	"1"
"MedDRA:10008271"	""	"EFO:0007202"	"cervical incompetence"	"EFO"	"EFO"	"1"
"MedDRA:10043751"	""	"EFO:1001436"	"thyroid nodule"	"EFO"	"EFO"	"1"
"MedDRA:10053841"	""	"EFO:1001186"	"Sneddon syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10056433"	""	"EFO:1001227"	"ureterocele"	"EFO"	"EFO"	"1"
"MedDRA:10070635"	""	"EFO:1000944"	"gait apraxia"	"EFO"	"EFO"	"1"
"MedDRA:10029982"	""	"EFO:1001068"	"obstructive jaundice"	"EFO"	"EFO"	"1"
"MedDRA:10077284"	""	"EFO:1000312"	"Kidney Angiomyolipoma"	"EFO"	"EFO"	"1"
"MedDRA:10023249"	""	"EFO:1000309"	"Juvenile Myelomonocytic Leukemia"	"EFO"	"EFO"	"1"
"MedDRA:10013516"	""	"EFO:0009543"	"disturbances of sensation of smell and taste"	"EFO"	"EFO"	"1"
"MedDRA:10028083"	""	"EFO:0004246"	"mucocutaneous lymph node syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10018150"	""	"EFO:0007282"	"genital herpes"	"EFO"	"EFO"	"1"
"MedDRA:10062002"	""	"EFO:0009671"	"hereditary ataxia"	"EFO"	"EFO"	"1"
"MedDRA:10051919"	""	"EFO:1001795"	"fusariosis"	"EFO"	"EFO"	"1"
"MedDRA:10031064"	""	"EFO:1001078"	"orchitis"	"EFO"	"EFO"	"1"
"MedDRA:10057405"	""	"EFO:1000866"	"choroid cancer"	"EFO"	"EFO"	"1"
"MedDRA:10049459"	""	"EFO:1000334"	"Lung Lymphangioleiomyomatosis"	"EFO"	"EFO"	"1"
"MedDRA:10020870"	""	"EFO:0004211"	"Hypertriglyceridemia"	"EFO"	"EFO"	"1"
"MedDRA:10014099"	""	"EFO:0007245"	"echinococcosis"	"EFO"	"EFO"	"1"
"MedDRA:10044688"	""	"EFO:0001064"	"Down syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10013030"	""	"EFO:0007238"	"diphyllobothriasis"	"EFO"	"EFO"	"1"
"MedDRA:10016234"	""	"EFO:1001324"	"Fascioliasis"	"EFO"	"EFO"	"1"
"MedDRA:10037586"	""	"EFO:1001140"	"pyelitis"	"EFO"	"EFO"	"1"
"MedDRA:10065569"	""	"EFO:0005240"	"rhegmatogenous retinal detachment"	"EFO"	"EFO"	"1"
"MedDRA:10052450"	""	"EFO:0007409"	"Ornithine transcarbamylase deficiency"	"EFO"	"EFO"	"1"
"MedDRA:10050309"	""	"EFO:0007312"	"HIV wasting syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10029444"	""	"EFO:0007397"	"nocardiosis"	"EFO"	"EFO"	"1"
"MedDRA:10065303"	""	"EFO:1001367"	"Medial Tibial Stress Syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10003690"	""	"EFO:1001271"	"Atrophic Vaginitis"	"EFO"	"EFO"	"1"
"MedDRA:10034038"	""	"EFO:0007423"	"parotitis"	"EFO"	"EFO"	"1"
"MedDRA:10002649"	""	"EFO:0004215"	"anorexia nervosa"	"EFO"	"EFO"	"1"
"MedDRA:10000926"	""	"EFO:0008583"	"acute myocardial infarction"	"EFO"	"EFO"	"1"
"MedDRA:10069211"	""	"EFO:1000899"	"diastolic heart failure"	"EFO"	"EFO"	"1"
"MedDRA:10000137"	""	"EFO:0002546"	"abnormal glucose tolerance"	"EFO"	"EFO"	"1"
"MedDRA:10019942"	""	"EFO:1001347"	"Herpes Labialis"	"EFO"	"EFO"	"1"
"MedDRA:10003827"	""	"EFO:0005676"	"Autoimmune Hepatitis"	"EFO"	"EFO"	"1"
"MedDRA:10044002"	""	"EFO:1001214"	"tonsil cancer"	"EFO"	"EFO"	"1"
"MedDRA:10035109"	""	"EFO:1001110"	"pituitary-dependent Cushing's disease"	"EFO"	"EFO"	"1"
"MedDRA:10023497"	""	"EFO:1001008"	"kuru"	"EFO"	"EFO"	"1"
"MedDRA:10056953"	""	"EFO:1001882"	"cutaneous nodular amyloidosis"	"EFO"	"EFO"	"1"
"MedDRA:10014769"	""	"EFO:1000237"	"Endometrial Polyp"	"EFO"	"EFO"	"1"
"MedDRA:10042569"	""	"EFO:1001855"	"Superior Vena Cava Syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10047846"	""	"EFO:0007544"	"Waterhouse-Friderichsen syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10039717"	""	"EFO:0004268"	"sclerosing cholangitis"	"EFO"	"EFO"	"1"
"MedDRA:10038933"	""	"EFO:1001158"	"retinopathy of prematurity"	"EFO"	"EFO"	"1"
"MedDRA:10042985"	""	"EFO:1000560"	"T-Cell Prolymphocytic Leukemia"	"EFO"	"EFO"	"1"
"MedDRA:10064335"	""	"EFO:1000854"	"causalgia"	"EFO"	"EFO"	"1"
"MedDRA:10039202"	""	"EFO:0007402"	"onchocerciasis"	"EFO"	"EFO"	"1"
"MedDRA:10069500"	""	"EFO:0005226"	"swine influenza"	"EFO"	"EFO"	"1"
"MedDRA:10019468"	""	"EFO:0009453"	"hemiplegia"	"EFO"	"EFO"	"1"
"MedDRA:10066389"	""	"EFO:0009706"	"latent autoimmune diabetes in adults"	"EFO"	"EFO"	"1"
"MedDRA:10034229"	""	"EFO:1001387"	"Peliosis Hepatis"	"EFO"	"EFO"	"1"
"MedDRA:10062211"	""	"EFO:0009476"	"neck injury"	"EFO"	"EFO"	"1"
"MedDRA:10034464"	""	"EFO:1001097"	"periarthritis"	"EFO"	"EFO"	"1"
"MedDRA:10012318"	""	"EFO:0003819"	"dental caries"	"EFO"	"EFO"	"1"
"MedDRA:10000598"	""	"EFO:1001756"	"Acrodynia"	"EFO"	"EFO"	"1"
"MedDRA:10036558"	""	"EFO:0009682"	"pregnancy disorder"	"EFO"	"EFO"	"1"
"MedDRA:10079961"	""	"EFO:1001768"	"cadmium poisoning"	"EFO"	"EFO"	"1"
"MedDRA:10014791"	""	"EFO:1001312"	"Endometritis"	"EFO"	"EFO"	"1"
"MedDRA:10008272"	""	"EFO:0007202"	"cervical incompetence"	"EFO"	"EFO"	"1"
"MedDRA:10036175"	""	"EFO:1000757"	"porokeratosis"	"EFO"	"EFO"	"1"
"MedDRA:10012307"	""	"EFO:1001883"	"Dendritic keratitis"	"EFO"	"EFO"	"1"
"MedDRA:10037160"	""	"EFO:0003778"	"psoriatic arthritis"	"EFO"	"EFO"	"1"
"MedDRA:10042439"	""	"EFO:0005303"	"sudden infant death syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10015585"	""	"EFO:1000697"	"exanthem"	"EFO"	"EFO"	"1"
"MedDRA:10013160"	""	"EFO:0009521"	"dislocation"	"EFO"	"EFO"	"1"
"MedDRA:10059494"	""	"EFO:1001355"	"Laryngopharyngeal Reflux"	"EFO"	"EFO"	"1"
"MedDRA:10061532"	""	"EFO:0009557"	"mitral valve disease"	"EFO"	"EFO"	"1"
"MedDRA:10008841"	""	"EFO:0006505"	"chronic bronchitis"	"EFO"	"EFO"	"1"
"MedDRA:10061906"	""	"EFO:0007417"	"paracoccidioidomycosis"	"EFO"	"EFO"	"1"
"MedDRA:10014778"	""	"EFO:0001065"	"endometriosis"	"EFO"	"EFO"	"1"
"MedDRA:10029263"	""	"EFO:1000740"	"neurodermatitis"	"EFO"	"EFO"	"1"
"MedDRA:10061379"	""	"EFO:0004281"	"testicular neoplasm"	"EFO"	"EFO"	"1"
"MedDRA:10000928"	""	"EFO:0008583"	"acute myocardial infarction"	"EFO"	"EFO"	"1"
"MedDRA:10021926"	""	"EFO:0000545"	"infertility"	"EFO"	"EFO"	"1"
"MedDRA:10004716"	""	"EFO:0005924"	"binge eating"	"EFO"	"EFO"	"1"
"MedDRA:10008301"	""	"EFO:1000861"	"cervical rib syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10030942"	""	"EFO:0007405"	"optic neuritis"	"EFO"	"EFO"	"1"
"MedDRA:10054095"	""	"EFO:0005762"	"neuropathic pain"	"EFO"	"EFO"	"1"
"MedDRA:10012671"	""	"EFO:1000897"	"diabetic ketoacidosis"	"EFO"	"EFO"	"1"
"MedDRA:10029412"	""	"EFO:0009844"	"nightmare"	"EFO"	"EFO"	"1"
"MedDRA:10015036"	""	"EFO:1000924"	"epilepsia partialis continua"	"EFO"	"EFO"	"1"
"MedDRA:10000922"	""	"EFO:0008583"	"acute myocardial infarction"	"EFO"	"EFO"	"1"
"MedDRA:10039022"	""	"EFO:0002918"	"rhabdomyosarcoma"	"EFO"	"EFO"	"1"
"MedDRA:10062221"	""	"EFO:0003844"	"ureteral neoplasm"	"EFO"	"EFO"	"1"
"MedDRA:10042955"	""	"EFO:0006335"	"systolic blood pressure"	"EFO"	"EFO"	"1"
"MedDRA:10002959"	""	"EFO:0003938"	"aphthous ulcer"	"EFO"	"EFO"	"1"
"MedDRA:10010741"	""	"EFO:0009450"	"conjunctivitis"	"EFO"	"EFO"	"1"
"MedDRA:10022636"	""	"EFO:1001800"	"Intervertebral Disc Displacement"	"EFO"	"EFO"	"1"
"MedDRA:10054839"	""	"EFO:1001772"	"Central Cord Syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10041552"	""	"EFO:1001919"	"Spinal cord injury"	"EFO"	"EFO"	"1"
"MedDRA:10003658"	""	"EFO:0000275"	"atrial fibrillation"	"EFO"	"EFO"	"1"
"MedDRA:10005995"	""	"EFO:0003820"	"bone neoplasm"	"EFO"	"EFO"	"1"
"MedDRA:10013022"	""	"EFO:0007237"	"dipetalonemiasis"	"EFO"	"EFO"	"1"
"MedDRA:10036685"	""	"EFO:1000157"	"Central Nervous System Lymphoma"	"EFO"	"EFO"	"1"
"MedDRA:10043261"	""	"EFO:1001435"	"tenosynovitis"	"EFO"	"EFO"	"1"
"MedDRA:10052839"	""	"EFO:0007148"	"aortic valve insufficiency"	"EFO"	"EFO"	"1"
"MedDRA:10044696"	""	"EFO:0007527"	"tropical spastic paraparesis"	"EFO"	"EFO"	"1"
"MedDRA:10051265"	""	"EFO:0000706"	"spondyloarthropathy"	"EFO"	"EFO"	"1"
"MedDRA:10000923"	""	"EFO:0008583"	"acute myocardial infarction"	"EFO"	"EFO"	"1"
"MedDRA:10053712"	""	"EFO:1001354"	"Kleine-Levin Syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10063638"	""	"EFO:0009611"	"orbital fracture"	"EFO"	"EFO"	"1"
"MedDRA:10056670"	""	"EFO:1000341"	"Lymphomatoid Papulosis"	"EFO"	"EFO"	"1"
"MedDRA:10023567"	""	"EFO:0009604"	"labyrinthitis"	"EFO"	"EFO"	"1"
"MedDRA:10041135"	""	"EFO:0009471"	"small kidney"	"EFO"	"EFO"	"1"
"MedDRA:10041583"	""	"EFO:0008525"	"spinal muscular atrophy"	"EFO"	"EFO"	"1"
"MedDRA:10018332"	""	"EFO:0000516"	"glaucoma"	"EFO"	"EFO"	"1"
"MedDRA:10012522"	""	"EFO:1000894"	"dermoid cyst"	"EFO"	"EFO"	"1"
"MedDRA:10011110"	""	"EFO:0004225"	"Coronary Vasospasm"	"EFO"	"EFO"	"1"
"MedDRA:10004213"	""	"EFO:0003780"	"Behcet's syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10052792"	""	"EFO:0000692"	"schizophrenia"	"EFO"	"EFO"	"1"
"MedDRA:10006471"	""	"EFO:0007184"	"bronchopneumonia"	"EFO"	"EFO"	"1"
"MedDRA:10018105"	""	"EFO:1001892"	"generalized anxiety disorder"	"EFO"	"EFO"	"1"
"MedDRA:10009807"	""	"EFO:1001267"	"Aortic Coarctation"	"EFO"	"EFO"	"1"
"MedDRA:10028953"	""	"EFO:1000739"	"neonatal jaundice"	"EFO"	"EFO"	"1"
"MedDRA:10048554"	""	"EFO:1001461"	"endothelial dysfunction"	"EFO"	"EFO"	"1"
"MedDRA:10039434"	""	"EFO:0007475"	"Salmonella gastroenteritis"	"EFO"	"EFO"	"1"
"MedDRA:10014789"	""	"EFO:0001065"	"endometriosis"	"EFO"	"EFO"	"1"
"MedDRA:10024404"	""	"EFO:1001016"	"leukostasis"	"EFO"	"EFO"	"1"
"MedDRA:10061477"	""	"EFO:1001143"	"radial nerve lesion"	"EFO"	"EFO"	"1"
"MedDRA:10015248"	""	"EFO:1000696"	"erythrasma"	"EFO"	"EFO"	"1"
"MedDRA:10028653"	""	"EFO:0000783"	"myositis"	"EFO"	"EFO"	"1"
"MedDRA:10003728"	""	"EFO:0004321"	"attempted suicide"	"EFO"	"EFO"	"1"
