"curie_id"	"label"	"mapped_curie"	"mapped_label"	"mapping_source_prefix"	"mapping_target_prefix"	"distance"
"MedDRA:10042265"	""	"Orphanet:3205"	"Sturge-Weber syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10059396"	""	"Orphanet:35698"	"Mitochondrial DNA depletion syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10014968"	""	"Orphanet:251646"	"Anaplastic ependymoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10002026"	""	"Orphanet:803"	"Amyotrophic lateral sclerosis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10019463"	""	"Orphanet:2128"	"Hemihypertrophy"	"Orphanet,EFO"	"Orphanet"	"1"
"MedDRA:10066142"	""	"Orphanet:71272"	"Sandifer syndrome"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10025532"	""	"Orphanet:211252"	"Rare venous malformation"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10018825"	""	"Orphanet:2126"	"Solitary fibrous tumor/hemangiopericytoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10024238"	""	"Orphanet:509"	"Leptospirosis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10009018"	""	"Orphanet:98823"	"Chronic myelomonocytic leukemia"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10053240"	""	"Orphanet:369"	"Glycogen storage disease due to liver glycogen phosphorylase deficiency"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10076575"	""	"Orphanet:199282"	"Harlequin syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10041307"	""	"Orphanet:97230"	"Solar urticaria"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10072075"	""	"Orphanet:356"	"Gerstmann-Straussler-Scheinker syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10078802"	""	"Orphanet:206966"	"Mitochondrial myopathy"	"EFO"	"Orphanet"	"1"
"MedDRA:10080773"	""	"Orphanet:99879"	"Familial isolated hyperparathyroidism"	"EFO"	"Orphanet"	"1"
"MedDRA:10068705"	""	"Orphanet:405"	"Familial hypocalciuric hypercalcemia"	"EFO"	"Orphanet"	"1"
"MedDRA:10001471"	""	"Orphanet:183669"	"Agammaglobulinemia"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10000523"	""	"Orphanet:252175"	"Vestibular schwannoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10000523"	""	"Orphanet:637"	"Neurofibromatosis type 2"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10068896"	""	"Orphanet:3027"	"Caudal regression sequence"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10050638"	""	"Orphanet:502"	"Langer-Giedion syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10084407"	""	"Orphanet:1427"	"Otospondylomegaepiphyseal dysplasia"	"EFO"	"Orphanet"	"1"
"MedDRA:10083308"	""	"Orphanet:354"	"GM1 gangliosidosis"	"EFO"	"Orphanet"	"1"
"MedDRA:10071545"	""	"Orphanet:1934"	"Early infantile epileptic encephalopathy"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10080219"	""	"Orphanet:2052"	"Fraser syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10016524"	""	"Orphanet:1906"	"Fetal valproate spectrum disorder"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10070597"	""	"Orphanet:90771"	"Disorder of sex development"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10070597"	""	"Orphanet:325690"	"Genetic disorder of sex development"	"EFO"	"Orphanet"	"1"
"MedDRA:10034533"	""	"Orphanet:101995"	"Periodic fever syndrome"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10036066"	""	"Orphanet:2913"	"Polydactyly"	"EFO"	"Orphanet"	"1"
"MedDRA:10028210"	""	"Orphanet:2300"	"Multiple intestinal atresia"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10029323"	""	"Orphanet:68381"	"Neuromuscular disease"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10008724"	""	"Orphanet:289"	"Ellis Van Creveld syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10016207"	""	"Orphanet:342"	"Familial Mediterranean fever"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10043648"	""	"Orphanet:54057"	"Thrombotic thrombocytopenic purpura"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10060892"	""	"Orphanet:68364"	"Hemoglobinopathy"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10072457"	""	"Orphanet:3169"	"Sirenomelia"	"EFO"	"Orphanet"	"1"
"MedDRA:10051452"	""	"Orphanet:90308"	"Klippel-Trénaunay syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10051452"	""	"Orphanet:2346"	"Angioosteohypertrophic syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10061275"	""	"Orphanet:52416"	"Mantle cell lymphoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10060873"	""	"Orphanet:437"	"Hypophosphatemic rickets"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10003965"	""	"Orphanet:108"	"Babesiosis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10000746"	""	"Orphanet:243367"	"Acute fatty liver of pregnancy"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10068349"	""	"Orphanet:289644"	"Epstein-Barr virus-associated malignant lymphoproliferative disorder"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10002240"	""	"Orphanet:142"	"Anaplastic thyroid carcinoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10047298"	""	"Orphanet:1480"	"Ventricular septal defect"	"EFO"	"Orphanet"	"1"
"MedDRA:10062906"	""	"Orphanet:358"	"Gitelman syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10028176"	""	"Orphanet:585"	"Multiple sulfatase deficiency"	"EFO"	"Orphanet"	"1"
"MedDRA:10028176"	""	"Orphanet:148"	"Multiple carboxylase deficiency"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10043461"	""	"Orphanet:614"	"Thomsen and Becker disease"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10078729"	""	"Orphanet:159"	"Carnitine-acylcarnitine translocase deficiency"	"EFO"	"Orphanet"	"1"
"MedDRA:10035657"	""	"Orphanet:182098"	"pneumoconiosis"	"EFO"	"Orphanet"	"1"
"MedDRA:10060875"	""	"Orphanet:94059"	"Uremic pruritus"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10025169"	""	"Orphanet:91546"	"Lyme disease"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10058298"	""	"Orphanet:247525"	"Citrullinemia type I"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10004430"	""	"Orphanet:58040"	"Osteoblastoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10063493"	""	"Orphanet:79389"	"Premature aging"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10052841"	""	"Orphanet:75566"	"Loeffler endocarditis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10049767"	""	"Orphanet:1209"	"Tricuspid atresia"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10010520"	""	"Orphanet:295034"	"Congenital knee dislocation"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10074067"	""	"Orphanet:744"	"Proteus syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10053884"	""	"Orphanet:3380"	"Trisomy 18"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10067399"	""	"Orphanet:530995"	"Mixed phenotype acute leukemia"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10067399"	""	"Orphanet:86851"	"Acute leukemia of ambiguous lineage"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10030155"	""	"Orphanet:70482"	"Carcinoma of esophagus"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10065857"	""	"Orphanet:48686"	"Primary effusion lymphoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10027294"	""	"Orphanet:565"	"Menkes disease"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10065552"	""	"Orphanet:137839"	"Lemierre syndrome"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10078821"	""	"Orphanet:59"	"Allan-Herndon-Dudley syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10052313"	""	"Orphanet:526"	"Liddle syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10070667"	""	"Orphanet:65"	"Leber congenital amaurosis"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10081838"	""	"Orphanet:2899"	"Brachyolmia-amelogenesis imperfecta syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10067287"	""	"Orphanet:2842"	"Penoscrotal transposition"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10017915"	""	"Orphanet:810"	"Shigellosis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10061031"	""	"Orphanet:99868"	"Thymic carcinoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10038433"	""	"Orphanet:93108"	"Renal dysplasia"	"EFO"	"Orphanet"	"1"
"MedDRA:10056959"	""	"Orphanet:254449"	"Atrophic lichen planus"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10083954"	""	"Orphanet:97120"	"Distal arthrogryposis"	"EFO"	"Orphanet"	"1"
"MedDRA:10073487"	""	"Orphanet:799"	"Schizencephaly"	"EFO"	"Orphanet"	"1"
"MedDRA:10037150"	""	"Orphanet:758"	"Pseudoxanthoma elasticum"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10061345"	""	"Orphanet:168778"	"Rare pervasive developmental disorder"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10066261"	""	"Orphanet:99921"	"Chronic graft versus host disease"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10022599"	""	"Orphanet:2299"	"Aortic arch interruption"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10004941"	""	"Orphanet:99908"	"Pigeon-breeder lung disease"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10043147"	""	"Orphanet:845"	"Tay-Sachs disease"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10082234"	""	"Orphanet:2462"	"Shprintzen-Goldberg syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10033366"	""	"Orphanet:2800"	"Extramammary Paget disease"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10050251"	""	"Orphanet:160"	"Castleman disease"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10027754"	""	"Orphanet:809"	"Mixed connective tissue disease"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10027754"	""	"Orphanet:251312"	"Overlapping connective tissue disease"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10056953"	""	"Orphanet:137810"	"Nodular cutaneous amyloidosis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10003488"	""	"Orphanet:1163"	"Aspergillosis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10019263"	""	"Orphanet:60041"	"Congenital heart block"	"Orphanet,EFO"	"Orphanet"	"1"
"MedDRA:10011677"	""	"Orphanet:171901"	"Primary cutaneous T-cell lymphoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10053878"	""	"Orphanet:380"	"Greig cephalopolysyndactyly syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10014490"	""	"Orphanet:288"	"Hereditary elliptocytosis"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10057589"	""	"Orphanet:510"	"Lesch-Nyhan syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10042863"	""	"Orphanet:3273"	"Synovial sarcoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10059589"	""	"Orphanet:235"	"Dubowitz syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10058800"	""	"Orphanet:309294"	"sialidosis"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10077946"	""	"Orphanet:206583"	"Adult polyglucosan body disease"	"EFO"	"Orphanet"	"1"
"MedDRA:10056890"	""	"Orphanet:581"	"Mucopolysaccharidosis type 3"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10065156"	""	"Orphanet:31153"	"Hypoalphalipoproteinemia"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10077709"	""	"Orphanet:778"	"Rett syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10077927"	""	"Orphanet:79292"	"Fish-eye disease"	"EFO"	"Orphanet"	"1"
"MedDRA:10031243"	""	"Orphanet:666"	"Osteogenesis imperfecta"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10080291"	""	"Orphanet:98614"	"Conjunctival lymphangiectasia"	"EFO"	"Orphanet"	"1"
"MedDRA:10079426"	""	"Orphanet:531"	"Miller-Dieker syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10011318"	""	"Orphanet:54595"	"Craniopharyngioma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10081544"	""	"Orphanet:261"	"Emery-Dreifuss muscular dystrophy"	"EFO"	"Orphanet"	"1"
"MedDRA:10077957"	""	"Orphanet:89936"	"X-linked hypophosphatemia"	"EFO"	"Orphanet"	"1"
"MedDRA:10059198"	""	"Orphanet:91483"	"Rieger anomaly"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10043645"	""	"Orphanet:183589"	"Genetic thrombotic microangiopathy"	"EFO"	"Orphanet"	"1"
"MedDRA:10043645"	""	"Orphanet:93573"	"Thrombotic microangiopathy"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10080079"	""	"Orphanet:1738"	"Trisomy 4p"	"EFO"	"Orphanet"	"1"
"MedDRA:10050344"	""	"Orphanet:116"	"Beckwith-Wiedemann syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10077928"	""	"Orphanet:79293"	"Familial LCAT deficiency"	"EFO"	"Orphanet"	"1"
"MedDRA:10001767"	""	"Orphanet:701"	"Alopecia universalis"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10051456"	""	"Orphanet:155899"	"Mandibulofacial dysostosis"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10051456"	""	"Orphanet:861"	"Treacher-Collins syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10012750"	""	"Orphanet:1671"	"Diastematomyelia"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10004593"	""	"Orphanet:70567"	"Cholangiocarcinoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10061988"	""	"Orphanet:59305"	"Gestational trophoblastic neoplasm"	"Orphanet,EFO"	"Orphanet"	"1"
"MedDRA:10022498"	""	"Orphanet:97279"	"Insulinoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10009835"	""	"Orphanet:191"	"Cockayne syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10015487"	""	"Orphanet:2056"	"Essential fructosuria"	"Orphanet,EFO"	"Orphanet"	"1"
"MedDRA:10007625"	""	"Orphanet:97292"	"Cardiogenic shock"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10056667"	""	"Orphanet:1467"	"Cogan syndrome"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10022703"	""	"Orphanet:86880"	"Enteropathy-associated T-cell lymphoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10010618"	""	"Orphanet:290"	"Congenital rubella syndrome"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10051316"	""	"Orphanet:793"	"SAPHO syndrome"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10068587"	""	"Orphanet:178029"	"Central diabetes insipidus"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10066260"	""	"Orphanet:99920"	"Acute graft versus host disease"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10027744"	""	"Orphanet:251656"	"Oligoastrocytoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10010486"	""	"Orphanet:98976"	"Congenital glaucoma"	"EFO"	"Orphanet"	"1"
"MedDRA:10054030"	""	"Orphanet:501"	"Lafora disease"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10015284"	""	"Orphanet:1956"	"Erythromelalgia"	"EFO"	"Orphanet"	"1"
"MedDRA:10029748"	""	"Orphanet:648"	"Noonan syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10038270"	""	"Orphanet:86839"	"Refractory anemia with excess blasts"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10048853"	""	"Orphanet:300557"	"Carcinoma of the ampulla of Vater"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10064895"	""	"Orphanet:105"	"Atresia of urethra"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10026818"	""	"Orphanet:511"	"Maple syrup urine disease"	"EFO"	"Orphanet"	"1"
"MedDRA:10017406"	""	"Orphanet:263479"	"Fuchs heterochromic iridocyclitis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10063718"	""	"Orphanet:2771"	"Bruck syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10062907"	""	"Orphanet:2930"	"Cronkhite-Canada syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10060740"	""	"Orphanet:839"	"Congenital nephrotic syndrome, Finnish type"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10018462"	""	"Orphanet:368"	"Glycogen storage disease due to muscle glycogen phosphorylase deficiency"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10065151"	""	"Orphanet:275766"	"Idiopathic pulmonary arterial hypertension"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10083306"	""	"Orphanet:351"	"Galactosialidosis"	"EFO"	"Orphanet"	"1"
"MedDRA:10008747"	""	"Orphanet:178"	"Chordoma"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10079731"	""	"Orphanet:1986"	"Gollop-Wolfgang complex"	"EFO"	"Orphanet"	"1"
"MedDRA:10044686"	""	"Orphanet:3378"	"Trisomy 13"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10014614"	""	"Orphanet:83593"	"Western equine encephalitis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10057070"	""	"Orphanet:31112"	"Dermatofibrosarcoma protuberans"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10057487"	""	"Orphanet:98979"	"Chandler syndrome"	"Orphanet,EFO"	"Orphanet"	"1"
"MedDRA:10011384"	""	"Orphanet:204"	"Sporadic Creutzfeldt-Jakob disease"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10066367"	""	"Orphanet:277"	"Severe combined immunodeficiency due to adenosine deaminase deficiency"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10048627"	""	"Orphanet:97330"	"Thoracic outlet syndrome"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10051707"	""	"Orphanet:534"	"Oculocerebrorenal syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10017374"	""	"Orphanet:95"	"Friedreich ataxia"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10027191"	""	"Orphanet:2495"	"Meningioma"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10079856"	""	"Orphanet:950"	"Acrodysostosis"	"EFO"	"Orphanet"	"1"
"MedDRA:10010371"	""	"Orphanet:3093"	"Congenital aortic valve stenosis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10025213"	""	"Orphanet:36204"	"Intestinal lymphangiectasia"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10056960"	""	"Orphanet:33408"	"Bullous lichen planus"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10048911"	""	"Orphanet:48471"	"Lissencephaly"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10081684"	""	"Orphanet:53693"	"GRACILE syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10020864"	""	"Orphanet:79365"	"Hypertrichosis"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10056452"	""	"Orphanet:98848"	"Indolent systemic mastocytosis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10081241"	""	"Orphanet:100047"	"Esophageal duplication cyst"	"EFO"	"Orphanet"	"1"
"MedDRA:10058125"	""	"Orphanet:158032"	"Hemophagocytic syndrome"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10078537"	""	"Orphanet:111"	"Barth syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10069199"	""	"Orphanet:1652"	"Dent disease"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10081963"	""	"Orphanet:139"	"CHILD syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10081681"	""	"Orphanet:46"	"Adenylosuccinate lyase deficiency"	"EFO"	"Orphanet"	"1"
"MedDRA:10068801"	""	"Orphanet:81"	"Antisynthetase syndrome"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10014985"	""	"Orphanet:35125"	"Epidermal nevus syndrome"	"Orphanet,EFO"	"Orphanet"	"1"
"MedDRA:10033266"	""	"Orphanet:64739"	"Ovarian hyperstimulation syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10036102"	""	"Orphanet:732"	"Polymyositis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10059255"	""	"Orphanet:782"	"Axenfeld-Rieger syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10054894"	""	"Orphanet:308"	"Unverricht-Lundborg disease"	"EFO"	"Orphanet"	"1"
"MedDRA:10029267"	""	"Orphanet:252183"	"Neurofibroma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10084411"	""	"Orphanet:2332"	"KBG syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10028933"	""	"Orphanet:224"	"Neonatal diabetes mellitus"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10049430"	""	"Orphanet:563"	"Peripartum cardiomyopathy"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10084379"	""	"Orphanet:2329"	"Karsch-Neugebauer syndrome"	"EFO"	"Orphanet"	"1"
"MedDRA:10084266"	""	"Orphanet:247582"	"Citrin deficiency"	"EFO"	"Orphanet"	"1"
"MedDRA:10000029"	""	"Orphanet:753"	"46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10008734"	""	"Orphanet:55880"	"Chondrosarcoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10051358"	""	"Orphanet:70568"	"Post-transplant lymphoproliferative disease"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10067776"	""	"Orphanet:99922"	"Ocular cicatricial pemphigoid"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10008906"	""	"Orphanet:379"	"Chronic granulomatous disease"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10023076"	""	"Orphanet:472"	"Isosporiasis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10017709"	""	"Orphanet:251992"	"Ganglioneuroma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10036813"	""	"Orphanet:683"	"Progressive supranuclear palsy"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10052621"	""	"Orphanet:30"	"Hereditary orotic aciduria"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10031303"	""	"Orphanet:99103"	"Atrial septal defect, ostium secundum type"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10048608"	""	"Orphanet:221117"	"Gerstmann syndrome"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10061023"	""	"Orphanet:79161"	"Disorder of carbohydrate metabolism"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10057735"	""	"Orphanet:98991"	"Nuclear cataract"	"Orphanet,EFO"	"Orphanet"	"1"
"MedDRA:10048230"	""	"Orphanet:10"	"48,XXYY syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10071235"	""	"Orphanet:79211"	"Combined hyperlipidemia"	"EFO"	"Orphanet"	"1"
"MedDRA:10056354"	""	"Orphanet:199"	"Cornelia de Lange syndrome"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10028586"	""	"Orphanet:75110"	"Myiasis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10044696"	""	"Orphanet:289326"	"Tropical spastic paraparesis"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10059299"	""	"Orphanet:3129"	"Sarcosinemia"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10067917"	""	"Orphanet:178342"	"Inflammatory myofibroblastic tumor"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10060360"	""	"Orphanet:47"	"X-linked agammaglobulinemia"	"EFO,Orphanet"	"Orphanet"	"1"
"MedDRA:10018340"	""	"Orphanet:251576"	"Gliosarcoma"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10007636"	""	"Orphanet:167848"	"Rare cardiomyopathy"	"Orphanet"	"Orphanet"	"1"
"MedDRA:10028793"	""	"Orphanet:150"	"Nasopharyngeal carcinoma"	"Orphanet"	"Orphanet"	"1"
